00:06:08,http://tsrwood.ru/viktoria.html,Mozilla/2.0 (compatible; MSIE5.00; Windows 2007) (etc),Netscape 2.0,irobert.ballard.example.com [ 185.154.13.6 ],,Mozilla/2.0 (compatible; MSIE5.00; Windows 2007),,,
03:25:03,,Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTMLÅC like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) (etc),Netscape 6.0,msnbot-40-77-167-70.search.msn.com [ 40.77.167.70 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTMLÅC like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,,
03:26:26,http://window-master23.ru/framuzhnye-otkryvateli/,Mozilla/6.0 (compatible; MSIE5.00; Windows 2007) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.144.24 ],,Mozilla/6.0 (compatible; MSIE5.00; Windows 2007),,,
03:28:06,https://www.google.com/,Windows NT ,Netscape 6.0,12.130.147.244 [ 12.130.147.244 ],,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
03:36:07,,Windows,libwww-perl 6.06,183.79.179.16 [ 183.79.179.16 ],,libwww-perl/6.06,,,
03:53:54,http://www.ozzys.jp/goods/400/s409/m0042/g32868/,Windows NT ,Netscape 6.0,178.34.15.21 [ 178.34.15.21 ],,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
03:53:59,,Etc (robo),BaiDu (robo),baiduspider-123-125-71-94.crawl.baidu.com [ 123.125.71.94 ],,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,,
04:39:09,http://uptime.com/ozzys.jp,Mozilla/5.0 (compatible; Uptimebot/1.0; +http://www.uptime.com/uptimebot) (etc),Netscape 6.0,74.115.214.151 [ 74.115.214.151 ],,Mozilla/5.0 (compatible; Uptimebot/1.0; +http://www.uptime.com/uptimebot),,,
04:39:19,,Windows NT ,Netscape 6.0,137.28.31.150.dy.iij4u.or.jp [ 150.31.28.137 ],,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,,
04:40:06,,Etc (robo),Google (robo),crawl-66-249-79-123.googlebot.com [ 66.249.79.123 ],,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
04:45:22,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) GSA/22.0.141836113 Mobile/14D27 Safari/600.1.4 (etc),Netscape 6.0,i153-144-174-253.s41.a010.ap.plala.or.jp [ 153.144.174.253 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) GSA/22.0.141836113 Mobile/14D27 Safari/600.1.4,,,
04:46:53,,Mozilla/5.0 (compatible; MJ12bot/v1.4.7; http://mj12bot.com/) (etc),Mozilla 5.0,hosted-by.leaseweb.com [ 162.210.196.98 ],,Mozilla/5.0 (compatible; MJ12bot/v1.4.7; http://mj12bot.com/),,,
04:51:50,http://tsrwood.ru/tokelau.html,Mozilla/8.0 (compatible; MSIE4.00; Windows 2007) (etc),Netscape 8.0,irobert.ballard.example.com [ 185.154.13.6 ],,Mozilla/8.0 (compatible; MSIE4.00; Windows 2007),,,
04:53:01,http://www.santim.com.ua/reklamodatelyu.html,Mozilla/4.0 (compatible; MSIE5.00; Windows 2007) (etc),Netscape 4.0,piterskiyua.example.com [ 178.159.43.212 ],,Mozilla/4.0 (compatible; MSIE5.00; Windows 2007),,,
05:03:23,,Java/1.6.0_04 (etc),Java/1.6.0_04 (etc),212-83-176-172.rev.poneytelecom.eu [ 212.83.176.172 ],,Java/1.6.0_04,,,
05:04:52,http://oooh.pro/intimnye-smazki-kosmetika,Mozilla/5.0 (compatible; MSIE7.00; Windows 2009) (etc),Netscape 6.0,ptr.5x00.com [ 193.124.131.168 ],,Mozilla/5.0 (compatible; MSIE7.00; Windows 2009),,,
05:06:24,https://womenknow.ru/107-kak-sekonomit-pokupaya-velosiped.html,Mozilla/6.0 (compatible; MSIE7.00; Windows 2004) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.48.150 ],,Mozilla/6.0 (compatible; MSIE7.00; Windows 2004),,,
05:06:51,,Linux,Mozilla 5.0,sp1-72-5-204.msc.spmode.ne.jp [ 1.72.5.204 ],,Mozilla/5.0 (Linux; Android 5.0.2; SH-01G Build/SA210) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
05:12:09,http://uptime.com/ozzys.jp,Mozilla/5.0 (compatible; Uptimebot/1.0; +http://www.uptime.com/uptimebot) (etc),Netscape 6.0,172.241.151.18 [ 172.241.151.18 ],,Mozilla/5.0 (compatible; Uptimebot/1.0; +http://www.uptime.com/uptimebot),,,
05:14:51,,Etc (robo),Google (robo),crawl-66-249-79-115.googlebot.com [ 66.249.79.115 ],,Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
05:16:13,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,31ee31056.oct-net.ne.jp [ 49.238.31.86 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
05:17:31,http://lojy.ru/,Mozilla/6.0 (compatible; MSIE5.00; Windows 2006) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.48.121 ],,Mozilla/6.0 (compatible; MSIE5.00; Windows 2006),,,
05:20:21,http://www.zeushydro.ru/maslostancii/maslostantsiya-16-25.html,Mozilla/6.0 (compatible; MSIE5.00; Windows 2003) (etc),Netscape 6.0,5.200.52.93 [ 5.200.52.93 ],,Mozilla/6.0 (compatible; MSIE5.00; Windows 2003),,,
05:23:34,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,31ee31056.oct-net.ne.jp [ 49.238.31.86 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
05:38:53,http://sobervoditel.ru/trezviy-voditel-i-strahovka-osago/,Mozilla/8.0 (compatible; MSIE6.00; Windows 2009) (etc),Netscape 8.0,5.200.52.103 [ 5.200.52.103 ],,Mozilla/8.0 (compatible; MSIE6.00; Windows 2009),,,
05:41:03,http://teplomodern.ru/led_lights/led_bar_sp60/,Mozilla/2.0 (compatible; MSIE5.00; Windows 2003) (etc),Netscape 2.0,unspecified.mtw.ru [ 194.87.238.17 ],,Mozilla/2.0 (compatible; MSIE5.00; Windows 2003),,,
05:43:49,,Windows NT ,Netscape 6.0,softbank126043078011.bbtec.net [ 126.43.78.11 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
05:44:09,,Linux,Mozilla 5.0,sp1-75-246-249.msb.spmode.ne.jp [ 1.75.246.249 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-01J Build/39.0.B.1.19) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36,,,
05:45:04,,Linux,Mozilla 5.0,sp1-75-246-249.msb.spmode.ne.jp [ 1.75.246.249 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-01J Build/39.0.B.1.19) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36,,,
05:46:58,,Windows NT ,Netscape 6.0,softbank126043078011.bbtec.net [ 126.43.78.11 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
06:02:18,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,KD182251252046.au-net.ne.jp [ 182.251.252.46 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
06:07:36,http://mytravell.ru/gastronomicheskij-turizm-v-ispanii,Mozilla/5.0 (compatible; MSIE4.00; Windows 2006) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.147.89 ],,Mozilla/5.0 (compatible; MSIE4.00; Windows 2006),,,
06:15:31,,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),gw08.hatena.ne.jp [ 59.106.108.116 ],,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help),,,
06:16:48,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,210-146-235-164.east.fdn.vectant.ne.jp [ 210.146.235.164 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
06:20:50,http://uptime.com/ozzys.jp,Mozilla/5.0 (compatible; Uptimebot/1.0; +http://www.uptime.com/uptimebot) (etc),Netscape 6.0,104.223.112.67.static.quadranet.com [ 104.223.112.67 ],,Mozilla/5.0 (compatible; Uptimebot/1.0; +http://www.uptime.com/uptimebot),,,
06:34:23,,X11,Mozilla 5.0,google-proxy-66-102-6-76.google.com [ 66.102.6.76 ],,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/49.0.2623.75 Safari/537.36 Google Favicon,,,
06:35:19,http://converse-online.ru,Mozilla/2.0 (compatible; MSIE4.00; Windows 2004) (etc),Netscape 2.0,unspecified.mtw.ru [ 194.87.234.246 ],,Mozilla/2.0 (compatible; MSIE4.00; Windows 2004),,,
06:35:22,https://mtf-perm.ru/products/svetodiodnye-lampy-h27-4500k,Mozilla/6.0 (compatible; MSIE6.00; Windows 2006) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.147.6 ],,Mozilla/6.0 (compatible; MSIE6.00; Windows 2006),,,
06:48:55,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) GSA/22.0.141836113 Mobile/14C92 Safari/600.1.4 (etc),Netscape 6.0,sp49-98-9-202.msb.spmode.ne.jp [ 49.98.9.202 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) GSA/22.0.141836113 Mobile/14C92 Safari/600.1.4,,,
06:57:34,http://www.domain2008.com/domains/www.ozzys.jp,Windows NT ,MSIE 9.0,115.37-88-23.rdns.scalabledns.com [ 23.88.37.115 ],,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),,,
07:07:31,http://ozzys.jp/,Windows NT ,MSIE 9.0,hn.kd.ny.adsl [ 42.236.99.16 ],,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0); 360Spider,,,
07:07:31,http://www.ozzys.jp/,Windows NT ,MSIE 9.0,hn.kd.ny.adsl [ 42.236.99.23 ],,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0); 360Spider,,,
07:10:59,,Etc (robo),Google (robo),crawl-66-249-79-123.googlebot.com [ 66.249.79.123 ],,Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
07:13:35,,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) (etc),Mozilla 5.0,msnbot-40-77-167-70.search.msn.com [ 40.77.167.70 ],,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,,
07:29:45,http://uptime.com/ozzys.jp,Mozilla/5.0 (compatible; Uptimebot/1.0; +http://www.uptime.com/uptimebot) (etc),Netscape 6.0,216-169-110-222.reverse.ezzi.net [ 216.169.110.222 ],,Mozilla/5.0 (compatible; Uptimebot/1.0; +http://www.uptime.com/uptimebot),,,
07:30:38,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1 (etc),Netscape 6.0,pw126245192069.16.panda-world.ne.jp [ 126.245.192.69 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1,,,
07:31:00,android-app://com.google.android.googlequicksearchbox,Linux,Mozilla 5.0,google-proxy-66-249-82-154.google.com [ 66.249.82.154 ],1.1 Chrome-Compression-Proxy,Mozilla/5.0 (Linux; Android 5.0.2; LGL24 Build/LRX22G) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
07:35:57,,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13G36 Safari/601.1 (etc),Netscape 6.0,KD182249242166.au-net.ne.jp [ 182.249.242.166 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13G36 Safari/601.1,,,
07:38:21,,Windows NT ,MSIE 8.0,ovca.subaru-fhi.co.jp [ 211.127.239.18 ],,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E),,,
07:42:34,,Macintosh,Netscape 6.0,191.ip-149-56-131.net [ 149.56.131.191 ],,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:29.0) Gecko/20100101 Firefox/29.0,,,
07:42:35,,Macintosh,Netscape 6.0,191.ip-149-56-131.net [ 149.56.131.191 ],,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:29.0) Gecko/20100101 Firefox/29.0,,,
07:53:54,,Linux,Mozilla 5.0,sp49-98-150-123.msd.spmode.ne.jp [ 49.98.150.123 ],,Mozilla/5.0 (Linux; Android 6.0; SO-01H Build/32.1.F.1.38) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
07:54:44,,Linux,Mozilla 5.0,KD182251247037.au-net.ne.jp [ 182.251.247.37 ],,Mozilla/5.0 (Linux; Android 5.0.2; LGV31 Build/LRX22G) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/34.0.1847.118 Mobile Safari/537.36,,,
07:54:47,,Windows NT ,Netscape 6.0,p1808112-ipngn12901hodogaya.kanagawa.ocn.ne.jp [ 153.219.220.112 ],,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,,
