00:07:28,https://www.google.co.jp/,Windows NT ,Netscape 6.0,110-133-185-20.rev.home.ne.jp [ 110.133.185.20 ],,Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
01:28:28,http://lojy.ru/,Mozilla/7.0 (compatible; MSIE5.00; Windows 2005) (etc),Netscape 7.0,ptr.ruvds.com [ 195.133.147.6 ],,Mozilla/7.0 (compatible; MSIE5.00; Windows 2005),,,
01:34:08,,Windows NT ,Netscape 6.0,202-229-50-207.ap-p27.canvas.ne.jp [ 202.229.50.207 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
01:38:57,,Windows NT ,Netscape 6.0,p3a57c119.gunmnt01.ap.so-net.ne.jp [ 58.87.193.25 ],,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; MALC; rv:11.0) like Gecko,,,
01:54:29,http://www.zeushydro.ru/blog/razmery-CETOP.html,Mozilla/4.0 (compatible; MSIE6.00; Windows 2008) (etc),Netscape 4.0,ptr.ruvds.com [ 195.133.48.121 ],,Mozilla/4.0 (compatible; MSIE6.00; Windows 2008),,,
02:03:48,,Windows NT ,Netscape 6.0,catv91078.tac-net.ne.jp [ 202.216.191.78 ],,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; rv:11.0) like Gecko,,,
02:12:38,,Windows NT ,Netscape 6.0,rybolov.alfa-inet.net [ 62.205.128.241 ],,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
02:25:17,http://uptime.com/ozzys.jp,Mozilla/5.0 (compatible; Uptimebot/1.0; +http://www.uptime.com/uptimebot) (etc),Netscape 6.0,74.115.214.139 [ 74.115.214.139 ],,Mozilla/5.0 (compatible; Uptimebot/1.0; +http://www.uptime.com/uptimebot),,,
02:33:28,,Etc (robo),BaiDu (robo),baiduspider-220-181-108-108.crawl.baidu.com [ 220.181.108.108 ],,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,,
02:38:38,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML， like Gecko) Version/10.0 Mobile/14B100 Safari/602.1 (etc),Netscape 6.0,sp1-75-215-254.msb.spmode.ne.jp [ 1.75.215.254 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML， like Gecko) Version/10.0 Mobile/14B100 Safari/602.1,,,
03:07:07,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML， like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,122-223-164-117.east.fdn.vectant.ne.jp [ 122.223.164.117 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML， like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
03:15:00,https://mtf-perm.ru/products/psx26w-active-night-5500k,Mozilla/3.0 (compatible; MSIE4.00; Windows 2003) (etc),Netscape 3.0,irobert.ballard.example.com [ 185.154.13.6 ],,Mozilla/3.0 (compatible; MSIE4.00; Windows 2003),,,
03:26:10,,Etc (robo),Google (robo),crawl-66-249-79-115.googlebot.com [ 66.249.79.115 ],,Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
03:44:10,http://hundejo.com/,X11,Mozilla 5.0,10.82.91.149.ipv4.netrix.fr [ 149.91.82.10 ],,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/37.0.2062.120 Safari/537.36,,,
03:44:10,http://burger-imperia.com/,X11,Mozilla 5.0,10.82.91.149.ipv4.netrix.fr [ 149.91.82.10 ],,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/37.0.2062.120 Safari/537.36,,,
03:58:32,,Windows XP,MSIE 6.0,209.54.54.166 [ 209.54.54.166 ],,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),,,
04:05:35,https://womenknow.ru/218-otdyh-zimoy-v-rossii.html,Mozilla/4.0 (compatible; MSIE5.00; Windows 2007) (etc),Netscape 4.0,ptr.ruvds.com [ 195.133.48.150 ],,Mozilla/4.0 (compatible; MSIE5.00; Windows 2007),,,
04:21:41,http://pizza-tycoon.com/,X11,Mozilla 5.0,cheeki-breeki.oignon.ovh [ 51.15.40.233 ],,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/37.0.2062.120 Safari/537.36,,,
04:21:53,https://it-sektor.ru/vredonos-v-uvedomleniyax-ot-facebook.html,Mozilla/3.0 (compatible; MSIE3.00; Windows 2003) (etc),Netscape 3.0,ptr.5x00.com [ 193.124.131.168 ],,Mozilla/3.0 (compatible; MSIE3.00; Windows 2003),,,
04:26:17,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML， like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,pw126245025059.16.panda-world.ne.jp [ 126.245.25.59 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML， like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
04:27:12,,Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML， like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4 (etc),Netscape 6.0,sp1-72-1-9.msc.spmode.ne.jp [ 1.72.1.9 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML， like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4,,,
04:33:13,http://www.gary-yamamoto.com/shoplist/kantou/,Windows NT ,Netscape 6.0,p3056-ipbf301kokuryo.gunma.ocn.ne.jp [ 123.222.110.56 ],,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,,
04:44:49,http://aviav.co,Mozilla/6.0 (compatible; MSIE5.00; Windows 2009) (etc),Netscape 6.0,unspecified.mtw.ru [ 194.87.238.17 ],,Mozilla/6.0 (compatible; MSIE5.00; Windows 2009),,,
05:01:36,http://oooh.pro/eroticheskoe-bele-odezhda,Mozilla/7.0 (compatible; MSIE3.00; Windows 2002) (etc),Netscape 7.0,ptr.ruvds.com [ 195.133.144.24 ],,Mozilla/7.0 (compatible; MSIE3.00; Windows 2002),,,
05:01:36,http://aviav.ru.com,Mozilla/2.0 (compatible; MSIE2.00; Windows 2003) (etc),Netscape 2.0,ptr.ruvds.com [ 195.133.147.89 ],,Mozilla/2.0 (compatible; MSIE2.00; Windows 2003),,,
05:09:57,,Etc (robo),Google (robo),crawl-66-249-79-119.googlebot.com [ 66.249.79.119 ],,Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
05:10:01,http://window-master23.ru,Mozilla/5.0 (compatible; MSIE3.00; Windows 2008) (etc),Netscape 6.0,piterskiyua.example.com [ 178.159.43.212 ],,Mozilla/5.0 (compatible; MSIE3.00; Windows 2008),,,
05:16:57,http://lojy.ru/,Mozilla/5.0 (compatible; MSIE6.00; Windows 2005) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.147.6 ],,Mozilla/5.0 (compatible; MSIE6.00; Windows 2005),,,
05:16:58,http://www.ishodnikru.ru/?cat=7,Mozilla/5.0 (compatible; MSIE2.00; Windows 2009) (etc),Netscape 6.0,194.87.239.5 [ 194.87.239.5 ],,Mozilla/5.0 (compatible; MSIE2.00; Windows 2009),,,
05:16:59,http://converse-online.ru,Mozilla/6.0 (compatible; MSIE7.00; Windows 2002) (etc),Netscape 6.0,unspecified.mtw.ru [ 194.87.234.246 ],,Mozilla/6.0 (compatible; MSIE7.00; Windows 2002),,,
05:26:10,http://tsrwood.ru/popup/bez-utep,Mozilla/4.0 (compatible; MSIE4.00; Windows 2004) (etc),Netscape 4.0,ptr.ruvds.com [ 195.133.145.95 ],,Mozilla/4.0 (compatible; MSIE4.00; Windows 2004),,,
05:30:25,http://www.zeushydro.ru/maslostancii/maslostanciya-23-9.html,Mozilla/3.0 (compatible; MSIE2.00; Windows 2007) (etc),Netscape 3.0,ptr.ruvds.com [ 195.133.48.121 ],,Mozilla/3.0 (compatible; MSIE2.00; Windows 2007),,,
05:36:22,,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),gw08.hatena.ne.jp [ 59.106.108.116 ],,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help),,,
05:46:19,,Windows NT ,Netscape 6.0,softbank126043078011.bbtec.net [ 126.43.78.11 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
05:57:16,,Windows NT ,Netscape 6.0,KD106160052235.ppp-bb.dion.ne.jp [ 106.160.52.235 ],,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393,,,
06:23:03,,Windows NT ,Netscape 6.0,ec2-35-167-189-173.us-west-2.compute.amazonaws.com [ 35.167.189.173 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
06:23:04,,X11,Netscape 6.0,google-proxy-66-102-8-152.google.com [ 66.102.8.152 ],,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML， like Gecko; Google Page Speed Insights) Chrome/27.0.1453 Safari/537.36,,,
06:29:06,,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) (etc),Mozilla 5.0,msnbot-157-55-39-98.search.msn.com [ 157.55.39.98 ],,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,,
06:45:12,,Etc (robo),Inktomi (robo),b110137.yse.yahoo.net [ 68.180.228.239 ],,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp),,,
06:47:44,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML， like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,sp1-66-97-91.msc.spmode.ne.jp [ 1.66.97.91 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML， like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
06:54:11,,Linux,Mozilla 5.0,google-proxy-66-249-82-156.google.com [ 66.249.82.156 ],1.1 Chrome-Compression-Proxy,Mozilla/5.0 (Linux; Android 4.2.2; 301F Build/V21R49A) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
07:03:18,http://burger-imperia.com/,X11,Mozilla 5.0,192.36.27.7 [ 192.36.27.7 ],,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/37.0.2062.120 Safari/537.36,,,
07:03:18,http://pizza-imperia.com/,X11,Mozilla 5.0,192.36.27.7 [ 192.36.27.7 ],,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/37.0.2062.120 Safari/537.36,,,
07:05:49,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML， like Gecko) GSA/22.0.141836113 Mobile/14C92 Safari/600.1.4 (etc),Netscape 6.0,sp110-163-223-6.msb.spmode.ne.jp [ 110.163.223.6 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML， like Gecko) GSA/22.0.141836113 Mobile/14C92 Safari/600.1.4,,,
07:08:08,,Linux,Mozilla 5.0,166.net112139199.t-com.ne.jp [ 112.139.199.166 ],,Mozilla/5.0 (Linux; Android 5.0.2; SO-04G Build/23.1.B.1.317) AppleWebKit/537.36 (KHTML， like Gecko) Version/4.0 Chrome/40.0.2214.89 Mobile Safari/537.36,,,
07:17:06,,Linux,Mozilla 5.0,google-proxy-66-249-82-154.google.com [ 66.249.82.154 ],1.1 Chrome-Compression-Proxy,Mozilla/5.0 (Linux; Android 4.2.2; 301F Build/V21R49A) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
07:20:08,,Linux,Mozilla 5.0,google-proxy-66-249-82-152.google.com [ 66.249.82.152 ],1.1 Chrome-Compression-Proxy,Mozilla/5.0 (Linux; Android 4.2.2; 301F Build/V21R49A) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
07:20:33,http://www.ozzys.jp/,Windows NT ,MSIE 9.0,180.153.236.173 [ 180.153.236.173 ],,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0); 360Spider,,,
07:20:35,,Etc (robo),Google (robo),crawl-66-249-79-78.googlebot.com [ 66.249.79.78 ],,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
07:27:16,,Linux,Netscape 6.0,p13246-ipngn2001kokuryo.gunma.ocn.ne.jp [ 118.0.36.246 ],,Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; NEC-0812 Build/A3000900) AppleWebKit/534.30 (KHTML， like Gecko) Version/4.0 Safari/534.30,,,
07:27:40,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML， like Gecko) Version/10.0 Mobile/14A456 Safari/602.1 (etc),Netscape 6.0,pw126245192069.16.panda-world.ne.jp [ 126.245.192.69 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML， like Gecko) Version/10.0 Mobile/14A456 Safari/602.1,,,
07:30:03,,Linux,Netscape 6.0,p13246-ipngn2001kokuryo.gunma.ocn.ne.jp [ 118.0.36.246 ],,Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; NEC-0812 Build/A3000900) AppleWebKit/534.30 (KHTML， like Gecko) Version/4.0 Safari/534.30,,,
07:32:54,http://www.google.co.jp/,Linux,Netscape 6.0,KD182251248014.au-net.ne.jp [ 182.251.248.14 ],,Mozilla/5.0 (Linux; U; Android 4.4.2; ja-jp; SonySOL24 Build/14.3.C.0.300) AppleWebKit/534.30 (KHTML， like Gecko) Version/4.0 Mobile Safari/534.30,,,
07:35:13,https://search.yahoo.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML， like Gecko) Version/10.0 Mobile/14B100 Safari/602.1 (etc),Netscape 6.0,mobile-166-170-014-052.mycingular.net [ 166.170.14.52 ],HTTP/1.1 vnnnz04msp2ts04.wnsnet.attws.com,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML， like Gecko) Version/10.0 Mobile/14B100 Safari/602.1,,,
07:38:33,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML， like Gecko) Version/10.0 Mobile/14B100 Safari/602.1 (etc),Netscape 6.0,pw126247016105.14.panda-world.ne.jp [ 126.247.16.105 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML， like Gecko) Version/10.0 Mobile/14B100 Safari/602.1,,,
07:39:11,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML， like Gecko) GSA/22.0.141836113 Mobile/14D27 Safari/600.1.4 (etc),Netscape 6.0,p4237-ipbf906kokuryo.gunma.ocn.ne.jp [ 123.218.93.237 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML， like Gecko) GSA/22.0.141836113 Mobile/14D27 Safari/600.1.4,,,
07:39:59,,Windows NT ,Netscape 6.0,p625011-ipngn902hiraide.tochigi.ocn.ne.jp [ 180.58.210.11 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
07:40:00,,Etc (robo),Google (robo),crawl-66-249-79-119.googlebot.com [ 66.249.79.119 ],,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
07:42:06,,Linux,Mozilla 5.0,sp1-66-104-142.msc.spmode.ne.jp [ 1.66.104.142 ],,Mozilla/5.0 (Linux; Android 6.0; SO-02H Build/32.1.F.1.75) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
07:44:34,,Etc (robo),BaiDu (robo),baiduspider-180-76-15-11.crawl.baidu.com [ 180.76.15.11 ],,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,,
07:46:02,,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) (etc),Mozilla 5.0,msnbot-157-55-39-98.search.msn.com [ 157.55.39.98 ],,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,,
07:54:48,,Windows NT ,MSIE 7.0,216.42.218.133.dy.bbexcite.jp [ 133.218.42.216 ],,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618; .NET4.0C; YTB730),,,
08:17:27,,Windows NT ,Netscape 6.0,i60-42-221-103.s41.a009.ap.plala.or.jp [ 60.42.221.103 ],,Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393,,,
08:19:11,,Etc (robo),Google (robo),crawl-66-249-79-115.googlebot.com [ 66.249.79.115 ],,Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
