00:04:45,,Windows NT ,Netscape 6.0,s225.135.21.1.ipda.vectant.ne.jp [ 1.21.135.225 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
03:47:00,http://smartfoxclub.ru/article,Mozilla/8.0 (compatible; MSIE2.00; Windows 2005) (etc),Netscape 8.0,ptr.ruvds.com [ 195.133.48.150 ],,Mozilla/8.0 (compatible; MSIE2.00; Windows 2005),,,
03:47:15,,Windows NT ,Netscape 6.0,p384116-ipngn702kokuryo.gunma.ocn.ne.jp [ 114.175.165.116 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
03:48:18,https://shater24.ru/sadovyie-stroeniya,Mozilla/3.0 (compatible; MSIE3.00; Windows 2003) (etc),Netscape 3.0,unspecified.mtw.ru [ 194.87.234.246 ],,Mozilla/3.0 (compatible; MSIE3.00; Windows 2003),,,
03:48:53,https://aworlds.com/clubs/410_samye-neobychnye-morskie-sueverija.html,Mozilla/5.0 (compatible; MSIE7.00; Windows 2006) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.147.89 ],,Mozilla/5.0 (compatible; MSIE7.00; Windows 2006),,,
03:49:55,http://sok74.ru/krovelnye-raboty-v-teplichnom-komplekse.html,Mozilla/4.0 (compatible; MSIE5.00; Windows 2002) (etc),Netscape 4.0,ptr.ruvds.com [ 195.133.147.6 ],,Mozilla/4.0 (compatible; MSIE5.00; Windows 2002),,,
04:04:06,,Windows NT ,Netscape 6.0,ngn1-ppp23.tochigi.sannet.ne.jp [ 110.165.254.23 ],,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,,
04:06:18,,Linux,Mozilla 5.0,sp49-98-158-66.msd.spmode.ne.jp [ 49.98.158.66 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-04H Build/35.0.B.2.360; wv) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36,,,
04:06:26,,Linux,Mozilla 5.0,sp49-98-158-66.msd.spmode.ne.jp [ 49.98.158.66 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-04H Build/35.0.B.2.360; wv) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36,,,
04:14:04,http://banket-restoran.su/products/banketnye-blyuda-prigotovlennye-tselikom/product-utka-zapechennaya,Mozilla/5.0 (compatible; MSIE2.00; Windows 2007) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.48.121 ],,Mozilla/5.0 (compatible; MSIE2.00; Windows 2007),,,
04:15:22,,Mozilla/5.0 (PLAYSTATION 3 4.81) AppleWebKit/531.22.8 (KHTMLÅC like Gecko) (etc),Netscape 6.0,softbank126043078011.bbtec.net [ 126.43.78.11 ],,Mozilla/5.0 (PLAYSTATION 3 4.81) AppleWebKit/531.22.8 (KHTMLÅC like Gecko),,,
04:17:57,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,210-146-199-199.east.fdn.vectant.ne.jp [ 210.146.199.199 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
04:21:01,http://www.ozzys.jp/,Windows NT ,Netscape 6.0,234.71.86.109.triolan.net [ 109.86.71.234 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:44.0) Gecko/20100101 Firefox/44.0,,,
04:22:23,,Mozilla/5.0 (PLAYSTATION 3 4.81) AppleWebKit/531.22.8 (KHTMLÅC like Gecko) (etc),Netscape 6.0,softbank126043078011.bbtec.net [ 126.43.78.11 ],,Mozilla/5.0 (PLAYSTATION 3 4.81) AppleWebKit/531.22.8 (KHTMLÅC like Gecko),,,
04:34:25,http://search.smt.docomo.ne.jp/result?MT=„Ç™„Ç∏„Éº„Ç∫&SID=000&IND=000&TPLID=&UNIT=&URANK=&SPAGE=&PAGE=1,Linux,Mozilla 5.0,sp1-72-2-224.msc.spmode.ne.jp [ 1.72.2.224 ],,Mozilla/5.0 (Linux; Android 5.0.2; F-02G Build/V10R27A) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/37.0.0.0 Mobile Safari/537.36,,,
04:43:23,,Linux,Netscape 6.0,softbank126094204026.bbtec.net [ 126.94.204.26 ],,Mozilla/5.0 (Linux; U; Android 4.3; ja-jp; SC-03E Build/JSS15J) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30,,,
05:13:28,,Windows NT ,Netscape 6.0,108-84-229-180.lightspeed.iplsin.sbcglobal.net [ 108.84.229.180 ],,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,,
05:14:55,http://visasuk.ru/british-english-london-visa-visitor.html,Mozilla/4.0 (compatible; MSIE4.00; Windows 2006) (etc),Netscape 4.0,194.87.239.5 [ 194.87.239.5 ],,Mozilla/4.0 (compatible; MSIE4.00; Windows 2006),,,
05:19:19,http://evakuatorvbalashiha.ru/region/pole-chudes-mikrorajon/,Mozilla/7.0 (compatible; MSIE4.00; Windows 2009) (etc),Netscape 7.0,ptr.5x00.com [ 193.124.131.168 ],,Mozilla/7.0 (compatible; MSIE4.00; Windows 2009),,,
05:28:46,https://www.dveri-vdom.ru/category/pod-pokrasku/,Mozilla/8.0 (compatible; MSIE4.00; Windows 2002) (etc),Netscape 8.0,unspecified.mtw.ru [ 194.87.238.17 ],,Mozilla/8.0 (compatible; MSIE4.00; Windows 2002),,,
05:34:11,http://ukrsmeta.ua/obektnaya-smeta/,Mozilla/7.0 (compatible; MSIE3.00; Windows 2002) (etc),Netscape 7.0,irobert.ballard.example.com [ 185.154.13.6 ],,Mozilla/7.0 (compatible; MSIE3.00; Windows 2002),,,
05:34:48,https://sks-ural.com/staty/kak-sekonomit-na-vode/,Mozilla/8.0 (compatible; MSIE2.00; Windows 2004) (etc),Netscape 8.0,piterskiyua.example.com [ 178.159.43.212 ],,Mozilla/8.0 (compatible; MSIE2.00; Windows 2004),,,
05:51:58,,Windows NT ,Netscape 6.0,180.171.217.214 [ 180.171.217.214 ],,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.103 Safari/537.36,,,
06:03:18,http://www.ryomo-fishing.com/,Windows NT ,MSIE 9.0,14-132-178-105.dz.commufa.jp [ 14.132.178.105 ],,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),,,
06:16:24,,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) (etc),Mozilla 5.0,msnbot-157-55-39-61.search.msn.com [ 157.55.39.61 ],,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,,
06:35:48,http://profeservice.ru/index.php?cat=39,Mozilla/6.0 (compatible; MSIE2.00; Windows 2005) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.145.95 ],,Mozilla/6.0 (compatible; MSIE2.00; Windows 2005),,,
06:45:25,,Etc (robo),Google (robo),crawl-66-249-79-119.googlebot.com [ 66.249.79.119 ],,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
06:48:35,http://www.balashiha-evakuator.ru/ot-chego-zavisit-stoimost-evakuatsii,Mozilla/2.0 (compatible; MSIE3.00; Windows 2003) (etc),Netscape 2.0,ptr.ruvds.com [ 195.133.144.24 ],,Mozilla/2.0 (compatible; MSIE3.00; Windows 2003),,,
06:51:57,,Etc (robo),Google (robo),crawl-66-249-79-87.googlebot.com [ 66.249.79.87 ],,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
07:09:42,,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),gw08.hatena.ne.jp [ 59.106.108.116 ],,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help),,,
07:12:15,,Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (etc),Netscape 6.0,KD182251247033.au-net.ne.jp [ 182.251.247.33 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13B143 Safari/601.1,,,
07:23:48,http://www.domain2008.com/domains/www.ozzys.jp,Windows NT ,MSIE 9.0,ityreconcile.com [ 23.244.19.143 ],,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),,,
07:36:27,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) GSA/22.0.141836113 Mobile/14C92 Safari/600.1.4 (etc),Netscape 6.0,softbank221028170060.bbtec.net [ 221.28.170.60 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) GSA/22.0.141836113 Mobile/14C92 Safari/600.1.4,,,
07:37:42,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,27-140-185-75.rev.home.ne.jp [ 27.140.185.75 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
07:49:42,,Mozilla/5.0 (iPad; CPU OS 10_0 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A346 Safari/602.1 (etc),Netscape 6.0,sp1-75-251-14.msb.spmode.ne.jp [ 1.75.251.14 ],,Mozilla/5.0 (iPad; CPU OS 10_0 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A346 Safari/602.1,,,
07:50:16,,Linux,Mozilla 5.0,KD182251253039.au-net.ne.jp [ 182.251.253.39 ],,Mozilla/5.0 (Linux; Android 6.0.1; SHV35 Build/SB250) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/54.0.2840.68 Mobile Safari/537.36,,,
07:51:45,,Windows NT ,Netscape 6.0,c999949498-cloudpro-243221077.cloudatcost.com [ 162.244.26.76 ],,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/52.0.2743.116 Safari/537.36,,,
07:57:01,,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots) (etc),Mozilla 5.0,spider-141-8-132-29.yandex.com [ 141.8.132.29 ],,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),,,
08:05:25,http://alfred-fishinglife.jp/dealer/,Windows NT ,Netscape 6.0,FL9-125-199-219-5.chb.mesh.ad.jp [ 125.199.219.5 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
08:09:55,,Windows NT ,Netscape 6.0,ntgnma079155.gnma.nt.ngn.ppp.infoweb.ne.jp [ 218.217.177.155 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
08:15:34,http://alfred-fishinglife.jp/dealer/,Windows NT ,Netscape 6.0,FL9-125-199-219-5.chb.mesh.ad.jp [ 125.199.219.5 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
08:16:55,,Windows NT ,Netscape 6.0,softbank219051138035.bbtec.net [ 219.51.138.35 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
08:20:48,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) GSA/22.0.141836113 Mobile/14C92 Safari/600.1.4 (etc),Netscape 6.0,softbank126203128148.bbtec.net [ 126.203.128.148 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) GSA/22.0.141836113 Mobile/14C92 Safari/600.1.4,,,
08:21:20,,Etc (robo),Inktomi (robo),b110137.yse.yahoo.net [ 68.180.228.239 ],,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp),,,
08:24:15,,Linux,Netscape 6.0,KD106181157182.au-net.ne.jp [ 106.181.157.182 ],,Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; SH-02E Build/S9290) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30,,,
08:27:39,http://ozzys.jp/,Windows NT ,Netscape 6.0,185.71.86.109.triolan.net [ 109.86.71.185 ],,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/47.0.2526.111 Safari/537.36,,,
08:28:44,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) GSA/22.0.141836113 Mobile/14C92 Safari/600.1.4 (etc),Netscape 6.0,p343095-ipngn302kokuryo.gunma.ocn.ne.jp [ 114.159.220.95 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) GSA/22.0.141836113 Mobile/14C92 Safari/600.1.4,,,
08:30:43,,Linux,Mozilla 5.0,pb6a982ea.gunmnt01.ap.so-net.ne.jp [ 182.169.130.234 ],,Mozilla/5.0 (Linux; Android 6.0.1; SC-04G Build/MMB29K) AppleWebKit/537.36 (KHTMLÅC like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36,,,
08:33:39,http://search.smt.docomo.ne.jp/result?MT=„Ç™„Ç∏„Éº„Ç∫&SID=c04&IND=000&TPLID=&UNIT=&URANK=&SPAGE=&PAGE=1,Linux,Mozilla 5.0,sp1-66-103-130.msc.spmode.ne.jp [ 1.66.103.130 ],,Mozilla/5.0 (Linux; Android 5.0.2; SO-02G Build/23.1.B.1.317) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/40.0.2214.89 Mobile Safari/537.36,,,
08:38:26,http://search.yahoo.co.jp/,Linux,Netscape 6.0,sp1-72-7-162.msc.spmode.ne.jp [ 1.72.7.162 ],,Mozilla/5.0 (Linux; Android 5.0.2; SO-03G Build/28.0.B.1.229; wv) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/42.0.2311.138 Mobile Safari/537.36 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.1.7,,,
